id_pay,id_order,dim_status,dim_type,m_amount,date_created
173540502,138174649,ACCEPTED,CB_SANS_CONTACT,44.5,2020-08-19 12:33:59
29749836,20901874,ACCEPTED,CB_SANS_CONTACT,18.9,2018-02-08 17:09:18
161728947,128308530,ACCEPTED,CARTE_TICKET_RESTAURANT,38.0,2020-06-16 10:51:32
79388316,60534041,ACCEPTED,AMERICAN_EXPRESS,27.4,2019-02-20 17:06:48
142986163,112650813,ACCEPTED,VOUCHER,-7.0,2020-01-13 11:12:37
87759866,67342280,ACCEPTED,BANK_CHECK,38.0,2019-04-09 11:30:20
76112995,57866797,ACCEPTED,AMERICAN_EXPRESS,24.76,2019-01-31 19:54:59
28991818,20326404,ACCEPTED,BANK_CHECK,51.5,2018-01-31 10:27:57
100064421,77429046,ACCEPTED,SUMUP,60.0,2019-06-14 22:07:56
138077742,108617428,ACCEPTED,VOUCHER,-0.1,2019-12-16 12:08:45
36721931,26315886,ACCEPTED,BANK_CHECK,50.5,2018-04-17 10:54:23
39914550,28898323,ACCEPTED,BANK_CHECK,24.95,2018-05-15 23:12:26
65119293,48972152,ACCEPTED,BANK_TRANSFER,900.0,2018-11-14 21:20:33
153680397,121391404,ACCEPTED,VOUCHER,-0.1,2020-03-02 11:34:48
130363489,102305641,ACCEPTED,CB_SANS_CONTACT,19.5,2019-11-08 21:28:44
152691224,120550583,ACCEPTED,CB_SANS_CONTACT,23.3,2020-02-26 21:12:26
6797665,4582506,ACCEPTED,AMERICAN_EXPRESS,46.0,2016-12-21 12:34:13
145940648,115057837,ACCEPTED,VOUCHER,-7.0,2020-01-27 11:23:37
120968709,94649720,ACCEPTED,CB_SANS_CONTACT,13.8,2019-09-26 11:56:46
100037008,77414159,ACCEPTED,SUMUP,60.0,2019-06-14 20:28:22
186158072,148729851,ACCEPTED,CB_SANS_CONTACT,133.1,2020-10-28 13:14:14
177115602,141199568,ACCEPTED,VOUCHER,-7.0,2020-09-08 10:47:39
122930813,96208339,ACCEPTED,CB_SANS_CONTACT,22.1,2019-10-04 22:36:44
166283205,132026470,ACCEPTED,CB_SANS_CONTACT,39.0,2020-07-09 23:44:03
182757572,145901557,ACCEPTED,CB_SANS_CONTACT,30.08,2020-10-07 21:00:22
181911825,145175717,ACCEPTED,CB_SANS_CONTACT,33.7,2020-10-02 19:58:57
165544444,131462536,ACCEPTED,BANK_TRANSFER,322.5,2020-07-06 12:40:09
95454787,73639973,ACCEPTED,CB_SANS_CONTACT,22.6,2019-05-22 12:02:33
7073012,4772814,ACCEPTED,AMERICAN_EXPRESS,24.2,2017-01-03 13:38:07
155941771,123209967,ACCEPTED,BANK_CHECK,92.0,2020-03-12 16:50:02
104175493,80806660,ACCEPTED,CB_SANS_CONTACT,14.5,2019-07-04 17:51:39
154089607,121731572,ACCEPTED,VOUCHER,-0.1,2020-03-04 12:16:57
76109724,57860670,ACCEPTED,AMERICAN_EXPRESS,72.0,2019-01-31 19:33:36
68543141,51735676,ACCEPTED,UBER EATS,53.0,2018-12-07 22:19:45
181919685,145215927,ACCEPTED,CB_SANS_CONTACT,17.5,2020-10-02 20:31:30
174687135,139147957,ACCEPTED,CB_SANS_CONTACT,6.8,2020-08-26 11:57:51
91299764,70240087,ACCEPTED,BANK_CHECK,66.0,2019-04-28 14:16:17
100241778,77561420,ACCEPTED,CB_SANS_CONTACT,19.2,2019-06-15 18:31:18
67276278,50700471,ACCEPTED,CB_SANS_CONTACT,21.7,2018-11-29 21:14:33
39755104,28762554,ACCEPTED,CB_SANS_CONTACT,17.2,2018-05-14 12:02:23
146844979,115776384,ACCEPTED,CB_SANS_CONTACT,24.6,2020-01-31 13:22:50
76338700,58042741,ACCEPTED,CB_SANS_CONTACT,15.8,2019-02-01 23:57:10
74092040,56231850,ACCEPTED,CB_SANS_CONTACT,19.6,2019-01-18 12:21:37
103869945,80548328,ACCEPTED,CB_SANS_CONTACT,16.1,2019-07-03 12:14:02
87783518,67336764,ACCEPTED,CB_SANS_CONTACT,18.7,2019-04-09 12:30:04
74209322,56330979,ACCEPTED,AMERICAN_EXPRESS,26.25,2019-01-18 22:04:55
154581576,122098497,ACCEPTED,CB_SANS_CONTACT,14.5,2020-03-06 12:57:59
138440334,108917665,ACCEPTED,VOUCHER,-0.1,2019-12-18 11:23:29
22792603,15603837,ACCEPTED,BANK_CHECK,59.3,2017-11-01 19:34:23
1853704,1309103,ACCEPTED,BANK_CHECK,39.5,2016-05-19 20:31:18
111750237,87025952,ACCEPTED,SUMUP,17.0,2019-08-10 19:37:47
144484990,113873055,ACCEPTED,VOUCHER,-4.3,2020-01-20 11:49:04
21113116,14474244,ACCEPTED,BANK_TRANSFER,260.0,2017-10-09 19:04:06
99673045,77086724,ACCEPTED,CB_SANS_CONTACT,18.15,2019-06-13 11:51:29
160959599,127657735,ACCEPTED,VOUCHER,-4.1,2020-06-11 11:07:09
106906990,83032114,ACCEPTED,BANK_CHECK,300.0,2019-07-17 13:34:58
1725094,1212300,ACCEPTED,BANK_CHECK,53.5,2016-05-07 19:59:28
109814155,85422968,ACCEPTED,SUMUP,44.0,2019-07-31 18:47:19
22564595,15492949,ACCEPTED,BANK_CHECK,62.0,2017-10-30 13:32:50
30904166,21512809,ACCEPTED,BANK_CHECK,1227.0,2018-02-19 16:22:03
138267148,108765161,ACCEPTED,CB_SANS_CONTACT,21.5,2019-12-17 13:15:54
78031379,59428201,ACCEPTED,AMERICAN_EXPRESS,68.8,2019-02-12 21:10:03
155594135,122956999,ACCEPTED,VOUCHER,-0.19,2020-03-11 11:32:39
80533678,61448186,ACCEPTED,CB_SANS_CONTACT,16.1,2019-02-27 12:50:25
182726739,145886317,ACCEPTED,CB_SANS_CONTACT,22.7,2020-10-07 17:45:08
180247309,143811717,ACCEPTED,CB_SANS_CONTACT,26.25,2020-09-23 20:17:42
35505766,25300795,ACCEPTED,CB_SANS_CONTACT,11.25,2018-04-06 18:30:59
40756648,29570276,ACCEPTED,CB_SANS_CONTACT,14.5,2018-05-23 11:24:41
58004153,43191370,ACCEPTED,BANK_TRANSFER,268.5,2018-09-27 11:57:21
171661292,136602008,ACCEPTED,VOUCHER,-5.6,2020-08-07 10:48:53
103976008,80640121,ACCEPTED,CB_SANS_CONTACT,14.5,2019-07-03 20:36:14
35496395,25344935,ACCEPTED,BANK_CHECK,160.0,2018-04-06 17:25:47
79595989,60702607,ACCEPTED,CB_SANS_CONTACT,13.25,2019-02-21 19:56:25
98896729,76475343,ACCEPTED,CB_SANS_CONTACT,13.8,2019-06-08 22:02:22
94540989,72905039,ACCEPTED,BANK_CHECK,50.0,2019-05-17 11:31:57
85344849,65351614,ACCEPTED,CB_SANS_CONTACT,16.1,2019-03-27 12:32:56
155643266,122994056,ACCEPTED,VOUCHER,-5.5,2020-03-11 12:58:47
101046971,78241212,ACCEPTED,ALLORESTO,42.6,2019-06-19 20:43:30
163430491,129724961,ACCEPTED,BANK_CHECK,28.0,2020-06-25 16:12:30
106017991,82301432,ACCEPTED,SUMUP,28.0,2019-07-12 22:19:52
122161894,95626524,ACCEPTED,CB_SANS_CONTACT,26.5,2019-10-01 20:38:38
130598871,102496548,ACCEPTED,CB_SANS_CONTACT,27.5,2019-11-09 20:51:02
20418813,13948148,ACCEPTED,BANK_CHECK,1575.0,2017-09-28 17:27:24
96808793,74745071,ACCEPTED,CB_SANS_CONTACT,27.4,2019-05-29 12:23:11
141970599,111794523,ACCEPTED,CB_SANS_CONTACT,21.5,2020-01-08 12:58:53
89109247,68413229,ACCEPTED,CB_SANS_CONTACT,18.1,2019-04-16 12:45:06
167255523,132913247,ACCEPTED,VOUCHER,-1.5,2020-07-15 11:24:58
15941459,10750900,ACCEPTED,AMERICAN_EXPRESS,181.2,2017-07-21 12:04:27
180136477,143712368,ACCEPTED,CB_SANS_CONTACT,35.5,2020-09-23 11:16:06
143204058,112806331,ACCEPTED,CB_SANS_CONTACT,27.2,2020-01-14 12:40:51
56629044,42086165,ACCEPTED,BANK_CHECK,1636.5,2018-09-17 21:29:25
177389966,141418604,ACCEPTED,CB_SANS_CONTACT,24.7,2020-09-09 15:13:48
125490345,98330718,ACCEPTED,AMERICAN_EXPRESS,36.72,2019-10-16 21:09:26
164704979,130762197,ACCEPTED,AMERICAN_EXPRESS,136.0,2020-07-02 11:35:32
32324112,22827607,ACCEPTED,BANK_CHECK,60.0,2018-03-07 13:32:29
88554495,67848263,ACCEPTED,AUTRES,429.0,2019-04-13 10:41:26
69392748,52422355,ACCEPTED,UBER EATS,35.5,2018-12-13 21:25:07
48200277,35544602,ACCEPTED,CB_SANS_CONTACT,21.1,2018-07-17 12:09:13
69598161,52555238,ACCEPTED,CB_SANS_CONTACT,20.5,2018-12-14 23:10:37
103164892,79971236,ACCEPTED,CB_SANS_CONTACT,29.0,2019-06-29 18:31:18
86739305,66503024,ACCEPTED,AMERICAN_EXPRESS,80.0,2019-04-03 20:32:54
152673749,120555380,ACCEPTED,CB_SANS_CONTACT,28.4,2020-02-26 19:44:10
35384677,25250508,ACCEPTED,AMERICAN_EXPRESS,44.2,2018-04-05 22:05:23
28756325,19589397,ACCEPTED,AMERICAN_EXPRESS,32.0,2018-01-27 19:42:13
18522935,12585747,ACCEPTED,TAB,21.5,2017-08-29 15:30:46
180677598,144161085,ACCEPTED,CB_SANS_CONTACT,17.62,2020-09-25 21:02:52
180456319,143972400,ACCEPTED,CB_SANS_CONTACT,41.6,2020-09-24 20:59:58
11229676,7756426,ACCEPTED,BANK_CHECK,164.7,2017-04-25 22:45:16
37797335,27164121,ACCEPTED,AMERICAN_EXPRESS,146.0,2018-04-26 11:35:02
143574067,113127350,ACCEPTED,VOUCHER,-0.1,2020-01-16 11:05:15
145072800,114353268,ACCEPTED,VOUCHER,-1.5,2020-01-23 11:55:40
99753090,77172345,ACCEPTED,CB_SANS_CONTACT,14.5,2019-06-13 18:14:05
63943360,48015439,ACCEPTED,AMERICAN_EXPRESS,140.0,2018-11-06 21:10:13
75270316,57172769,ACCEPTED,CB_SANS_CONTACT,17.0,2019-01-25 23:12:56
64257148,48260588,ACCEPTED,AMERICAN_EXPRESS,205.0,2018-11-08 21:32:34
152589027,120479748,ACCEPTED,CB_SANS_CONTACT,14.5,2020-02-26 12:54:54
2458229,1721140,ACCEPTED,AMERICAN_EXPRESS,47.0,2016-06-23 21:54:27
148064815,116790650,ACCEPTED,VOUCHER,-2.2,2020-02-06 11:05:09
49411906,36503788,ACCEPTED,UBER EATS,21.8,2018-07-25 22:30:16
7887213,5282924,ACCEPTED,AMERICAN_EXPRESS,33.0,2017-01-26 21:28:37
9205513,6250494,ACCEPTED,AMERICAN_EXPRESS,36.0,2017-03-07 12:34:45
146973727,115892309,ACCEPTED,CB_SANS_CONTACT,17.0,2020-01-31 21:49:21
152474230,120392597,ACCEPTED,CB_SANS_CONTACT,26.26,2020-02-25 21:28:07
139902199,110104390,ACCEPTED,CB_SANS_CONTACT,21.5,2019-12-26 13:54:46
144670011,114026022,ACCEPTED,VOUCHER,-2.6,2020-01-21 12:11:58
10712231,7361906,ACCEPTED,AMERICAN_EXPRESS,49.44,2017-04-12 20:07:32
180244128,143814359,ACCEPTED,CB_SANS_CONTACT,17.5,2020-09-23 20:00:23
103910597,80588215,ACCEPTED,BANK_CHECK,250.0,2019-07-03 15:38:40
72227650,54744186,ACCEPTED,BANK_CHECK,150.0,2019-01-05 15:18:48
142369387,112149488,ACCEPTED,VOUCHER,-4.8,2020-01-10 12:06:38
10337495,7089534,ACCEPTED,CARTE TICKET RESTAURANT,13.9,2017-04-04 11:42:33
132436538,103994297,ACCEPTED,CB_SANS_CONTACT,18.2,2019-11-19 12:58:01
8067821,5419515,ACCEPTED,BANK_CHECK,105.3,2017-02-01 20:40:33
119465776,93396651,ACCEPTED,CB_SANS_CONTACT,14.5,2019-09-19 11:45:03
101563964,78658475,ACCEPTED,SUMUP,35.0,2019-06-21 22:01:00
181189275,144604090,ACCEPTED,VOUCHER,-5.4,2020-09-29 09:59:06
82782096,63289933,ACCEPTED,CB_SANS_CONTACT,15.5,2019-03-12 18:59:12
144907346,114211132,ACCEPTED,CARTE_TICKET_RESTAURANT,14.3,2020-01-22 13:29:26
63557613,47705691,ACCEPTED,CB_SANS_CONTACT,17.0,2018-11-03 17:11:09
126950996,99524063,ACCEPTED,CB_SANS_CONTACT,15.5,2019-10-23 19:19:43
23261139,15944065,ACCEPTED,BANK_TRANSFER,94.0,2017-11-08 23:50:51
178770728,142561833,ACCEPTED,CB_SANS_CONTACT,14.5,2020-09-16 11:43:41
62416409,46764929,ACCEPTED,TAB,264.0,2018-10-26 11:02:34
77934667,59338444,ACCEPTED,CB_SANS_CONTACT,11.55,2019-02-12 12:07:37
36281914,25946777,ACCEPTED,CB_SANS_CONTACT,16.4,2018-04-13 11:46:11
163165831,129511433,ACCEPTED,VOUCHER,-0.2,2020-06-24 11:04:48
150328990,118637286,ACCEPTED,CB_SANS_CONTACT,80.0,2020-02-15 19:43:05
11538836,7982938,ACCEPTED,CARTE TICKET RESTAURANT,13.9,2017-05-03 12:08:20
134926131,106014730,ACCEPTED,CB_SANS_CONTACT,17.5,2019-11-30 19:47:29
144491460,113878519,ACCEPTED,VOUCHER,-1.4,2020-01-20 12:01:45
132740968,104243194,ACCEPTED,CB_SANS_CONTACT,28.0,2019-11-20 21:52:35
179193306,142919911,ACCEPTED,CB_SANS_CONTACT,20.5,2020-09-18 11:18:05
73770941,55973604,ACCEPTED,CB_SANS_CONTACT,13.9,2019-01-16 13:00:27
105226708,81669361,ACCEPTED,SUMUP,22.5,2019-07-09 17:58:09
100799476,78041325,ACCEPTED,AMERICAN_EXPRESS,80.55,2019-06-18 18:40:53
167670727,133260787,ACCEPTED,VOUCHER,-2.1,2020-07-17 11:06:13
179158223,142905854,ACCEPTED,VOUCHER,-0.8,2020-09-18 09:52:58
180312407,143875191,ACCEPTED,VOUCHER,-5.1,2020-09-24 10:28:53
74983669,56945837,ACCEPTED,CB_SANS_CONTACT,13.2,2019-01-24 12:49:21
155864126,123163423,ACCEPTED,VOUCHER,-0.2,2020-03-12 12:22:22
173370549,138034689,ACCEPTED,CB_SANS_CONTACT,23.5,2020-08-18 11:55:50
131640808,103344760,ACCEPTED,CB_SANS_CONTACT,13.9,2019-11-15 13:01:23
184116033,147023686,ACCEPTED,CB_SANS_CONTACT,15.5,2020-10-15 11:53:22
87845064,67406757,ACCEPTED,AMERICAN_EXPRESS,230.4,2019-04-09 19:30:48
154093890,121734525,ACCEPTED,VOUCHER,-7.0,2020-03-04 12:23:39
29058601,20393349,ACCEPTED,BANK_CHECK,41.0,2018-01-31 21:10:30
180890786,144329881,ACCEPTED,AMERICAN_EXPRESS,119.7,2020-09-26 20:42:55
154599177,122093534,ACCEPTED,AMERICAN_EXPRESS,30.25,2020-03-06 13:38:09
3029515,2160560,ACCEPTED,BANK_CHECK,33.0,2016-07-27 19:44:08
92536452,71260276,ACCEPTED,AMERICAN_EXPRESS,80.2,2019-05-05 19:13:14
149197611,117719255,ACCEPTED,VOUCHER,-6.8,2020-02-11 11:44:24
82981716,63440365,ACCEPTED,CB_SANS_CONTACT,17.0,2019-03-13 21:30:39
29268759,20549180,ACCEPTED,BANK_CHECK,48.0,2018-02-02 21:18:24
102933382,79786385,ACCEPTED,BANK_CHECK,1283.6,2019-06-28 17:17:53
27649036,19295255,ACCEPTED,BANK_CHECK,35.0,2018-01-14 15:10:20
152364843,120302374,ACCEPTED,CB_SANS_CONTACT,16.1,2020-02-25 12:32:59
181522500,144879413,ACCEPTED,CB_SANS_CONTACT,28.0,2020-09-30 22:43:00
10669312,7329693,ACCEPTED,BANK_CHECK,40.0,2017-04-11 21:00:16
88371942,67817952,ACCEPTED,CB_SANS_CONTACT,27.7,2019-04-12 12:19:02
151865023,119876051,ACCEPTED,CB_SANS_CONTACT,15.2,2020-02-22 18:41:19
138075389,108615585,ACCEPTED,VOUCHER,-0.1,2019-12-16 12:04:18
68007571,51300631,ACCEPTED,AMERICAN_EXPRESS,36.5,2018-12-04 21:18:54
155653647,122992255,ACCEPTED,CB_SANS_CONTACT,14.5,2020-03-11 13:23:49
69235872,52281405,ACCEPTED,AMERICAN_EXPRESS,28.0,2018-12-12 23:13:37
152464537,120397427,ACCEPTED,UBER EATS,53.8,2020-02-25 20:30:52
167268613,132898321,ACCEPTED,BANK_TRANSFER,210.5,2020-07-15 11:54:53
85344851,65351614,ACCEPTED,CB_SANS_CONTACT,16.1,2019-03-27 12:32:56
89289788,68569642,ACCEPTED,CB_SANS_CONTACT,18.5,2019-04-17 12:17:52
