id_order,id_store,id_waiter,id_device,date_opened,date_closed,dim_status,dim_source,m_nb_customer,m_cached_payed,m_cached_price
134924600,4196,13318.0,6153.0,2020-07-27 11:17:58,2020-07-27 11:56:59,CLOSED,Tiller order,2,184.0,184.0
80806778,5860,10411.0,10625.0,2019-07-04 17:51:27,2019-07-04 19:24:26,CLOSED,Tiller iPAD,3,98.0,98.0
3495553,360,472.0,129.0,2016-10-27 10:13:48,2016-10-27 12:25:42,CLOSED,Tiller iPAD,3,94.9,94.9
4105268,360,472.0,129.0,2016-11-29 21:37:01,2016-11-29 21:59:01,CLOSED,Tiller iPAD,1,34.0,34.0
96761931,7786,15509.0,14854.0,2019-10-08 08:21:08,2019-10-08 08:22:21,CLOSED,Tiller order,1,12.74,12.74
98310606,7786,15509.0,14854.0,2019-10-16 17:10:28,2019-10-16 17:12:21,CLOSED,Tiller order,1,33.3,33.3
38294331,6830,12894.0,13026.0,2018-08-12 20:43:40,2018-08-12 21:32:56,CLOSED,Tiller iPAD,2,55.0,55.0
39266140,6827,14302.0,13022.0,2018-08-24 10:17:03,2018-08-24 10:17:36,CLOSED,Tiller iPAD,1,10.9,10.9
5019581,2035,2752.0,3063.0,2017-01-14 18:37:57,2017-01-14 19:41:03,CLOSED,Tiller iPAD,2,41.0,41.0
5641241,351,461.0,128.0,2017-02-10 20:07:45,2017-02-10 21:19:57,CLOSED,Tiller iPAD,2,44.0,44.0
82412026,2035,2752.0,5949.0,2019-07-13 16:01:49,2019-07-13 16:02:13,CLOSED,Tiller iPAD,0,3.3,3.3
98909552,5860,10411.0,10625.0,2019-10-19 17:46:12,2019-10-19 19:00:28,CLOSED,Tiller iPAD,2,74.5,74.5
100110392,7786,15509.0,14854.0,2019-10-26 16:02:52,2019-10-26 16:04:20,CLOSED,Tiller order,1,25.5,25.5
100398526,4364,7185.0,6780.0,2019-10-28 12:54:31,2019-10-28 13:21:38,CLOSED,Tiller iPAD,1,38.0,38.0
67305476,4364,7225.0,6780.0,2019-04-09 08:27:07,2019-04-09 10:00:51,CLOSED,Tiller iPAD,1,1.5,1.5
54907380,8291,16823.0,15747.0,2019-01-07 11:49:02,2019-01-07 11:49:43,CLOSED,Tiller iPAD,1,7.8,7.8
41541535,6827,14302.0,13022.0,2018-09-13 12:24:33,2018-09-13 12:48:16,CLOSED,Tiller iPAD,1,15.5,15.5
7582502,2035,2752.0,3063.0,2017-04-20 11:30:20,2017-04-20 11:52:13,CLOSED,Tiller iPAD,0,8.2,8.2
8794718,1513,2464.0,424.0,2017-05-25 19:38:58,2017-05-25 20:08:07,CLOSED,Tiller iPAD,2,50.0,50.0
8813578,1513,2464.0,424.0,2017-05-26 11:23:41,2017-05-26 11:26:01,CLOSED,Tiller iPAD,2,28.5,28.5
9731161,1513,2464.0,424.0,2017-06-18 20:34:00,2017-06-18 21:07:33,CLOSED,Tiller iPAD,4,100.0,100.0
84783680,7786,15509.0,14854.0,2019-07-27 16:10:03,2019-07-27 16:15:24,CLOSED,Tiller iPAD,1,17.2,17.2
26167423,6008,10990.0,11065.0,2018-04-15 10:21:57,2018-04-15 10:35:40,CLOSED,Tiller iPAD,1,25.0,25.0
141234640,2035,2752.0,3063.0,2020-09-08 12:52:32,2020-09-08 12:52:39,CLOSED,Tiller order,0,1.2,1.2
42016842,7304,14172.0,13929.0,2018-09-17 10:18:40,2018-09-17 12:52:33,CLOSED,Tiller iPAD,1,101.8,101.8
123521069,360,472.0,129.0,2020-03-14 12:52:47,2020-03-14 14:02:42,CLOSED,Tiller iPAD,2,52.0,52.0
43568970,6830,12894.0,13026.0,2018-09-29 20:08:32,2018-09-29 20:43:20,CLOSED,Tiller iPAD,4,59.0,59.0
70885180,8291,16823.0,15747.0,2019-05-03 11:21:12,2019-05-03 11:22:09,CLOSED,Tiller iPAD,1,10.9,10.9
71504686,730,1095.0,754.0,2019-05-07 17:57:28,2019-05-07 18:44:29,CLOSED,Tiller iPAD,2,32.5,32.5
71854030,6827,14302.0,13022.0,2019-05-10 11:18:56,2019-05-10 11:24:40,CLOSED,Tiller iPAD,1,128.7,128.7
58009018,1513,2464.0,424.0,2019-02-01 18:37:11,2019-02-01 20:31:41,CLOSED,Tiller iPAD,1,62.0,62.0
58925541,6827,14302.0,13022.0,2019-02-08 18:54:57,2019-02-08 19:29:09,CLOSED,Tiller iPAD,1,76.0,76.0
105862038,2035,2752.0,5949.0,2019-11-29 21:39:23,2019-11-29 22:54:09,CLOSED,Tiller iPAD,1,14.2,14.2
106253772,7304,22355.0,13929.0,2019-12-02 11:41:46,2019-12-02 12:52:16,CLOSED,Tiller iPAD,2,51.2,51.2
80201036,7304,14172.0,13929.0,2019-07-01 10:52:25,2019-07-01 11:31:52,CLOSED,Tiller iPAD,2,37.3,37.3
1373338,730,1095.0,754.0,2016-05-26 16:58:58,2016-05-26 17:00:26,CLOSED,Tiller iPAD,1,32.9,32.9
20078733,2035,2752.0,5949.0,2018-01-26 18:31:45,2018-01-26 23:01:26,CLOSED,Tiller iPAD,7,168.5,168.5
21518315,730,1095.0,755.0,2018-02-16 18:22:43,2018-02-16 19:03:57,CLOSED,Tiller iPAD,1,32.4,32.4
96622998,8291,16823.0,15747.0,2019-10-07 10:13:36,2019-10-07 10:14:26,CLOSED,Tiller iPAD,1,26.0,26.0
96647319,5210,9270.0,9251.0,2019-10-07 11:08:31,2019-10-07 12:54:43,CLOSED,Tiller iPAD,2,32.6,32.6
63713522,6008,10990.0,11065.0,2019-03-15 15:31:40,2019-03-15 15:42:49,CLOSED,Tiller iPAD,1,45.0,45.0
63734548,351,461.0,128.0,2019-03-15 18:03:27,2019-03-15 21:44:33,CLOSED,Tiller iPAD,2,95.6,95.6
64331922,5210,9270.0,9251.0,2019-03-20 11:04:28,2019-03-20 12:18:45,CLOSED,Tiller iPAD,4,79.1,79.1
64523573,7304,14172.0,13929.0,2019-03-21 12:57:34,2019-03-21 13:24:50,CLOSED,Tiller iPAD,2,24.9,24.9
64927061,5498,9665.0,10214.0,2019-03-23 19:16:47,2019-03-23 19:45:06,CLOSED,Tiller iPAD,1,27.5,27.5
133264514,6827,14302.0,13022.0,2020-07-17 11:15:15,2020-07-17 11:16:07,CLOSED,Tiller order,1,18.5,18.5
114623799,2035,2753.0,5949.0,2020-01-24 17:48:05,2020-01-24 19:38:38,CLOSED,Tiller iPAD,4,194.5,194.5
116529326,2035,2752.0,5949.0,2020-02-04 18:13:01,2020-02-04 18:39:16,CLOSED,Tiller iPAD,0,5.6,5.6
116545446,6827,14302.0,13022.0,2020-02-04 19:34:16,2020-02-04 19:35:07,CLOSED,Tiller iPAD,1,56.0,56.0
80568528,8291,16823.0,15747.0,2019-07-03 13:18:24,2019-07-03 13:18:36,CLOSED,Tiller iPAD,1,3.3,3.3
80707241,8291,16823.0,15747.0,2019-07-04 10:35:56,2019-07-04 10:36:24,CLOSED,Tiller iPAD,1,15.2,15.2
81436329,4803,8257.0,8270.0,2019-07-08 11:01:09,2019-07-08 11:02:02,CLOSED,Tiller iPAD,1,15.5,15.5
81573178,8291,16823.0,15747.0,2019-07-09 10:30:49,2019-07-09 10:30:56,CLOSED,Tiller iPAD,1,5.7,5.7
37554673,5498,10627.0,10214.0,2018-08-04 18:10:12,2018-08-04 18:22:16,CLOSED,Tiller iPAD,2,75.0,75.0
2699378,351,461.0,128.0,2016-09-10 18:36:52,2016-09-10 19:53:57,CLOSED,Tiller iPAD,5,154.5,154.5
3921728,360,472.0,129.0,2016-11-19 21:23:28,2016-11-19 22:26:32,CLOSED,Tiller iPAD,2,48.8,48.8
96803677,4196,6693.0,6153.0,2019-10-08 10:36:51,2019-10-08 12:07:52,CLOSED,Tiller iPAD,2,156.5,156.5
23280845,2035,2752.0,5949.0,2018-03-13 10:43:27,2018-03-13 10:47:14,CLOSED,Tiller iPAD,0,3.6,3.6
65602219,5210,9270.0,9251.0,2019-03-28 19:41:48,2019-03-28 21:18:30,CLOSED,Tiller iPAD,2,102.0,102.0
66105144,1513,2464.0,424.0,2019-03-31 19:30:40,2019-03-31 20:52:00,CLOSED,Tiller iPAD,7,196.5,196.5
66750339,8291,16823.0,15747.0,2019-04-05 11:23:12,2019-04-05 11:23:41,CLOSED,Tiller iPAD,1,16.3,16.3
5342027,351,461.0,128.0,2017-01-28 21:29:58,2017-01-28 22:32:55,CLOSED,Tiller iPAD,5,112.0,112.0
84095917,730,1095.0,754.0,2019-07-22 18:05:27,2019-07-22 19:09:58,CLOSED,Tiller iPAD,2,71.5,71.5
23695569,2035,2752.0,5949.0,2018-03-17 19:17:32,2018-03-17 20:46:13,CLOSED,Tiller iPAD,4,75.8,75.8
25155837,351,461.0,128.0,2018-04-04 20:15:47,2018-04-04 22:04:59,CLOSED,Tiller iPAD,2,95.4,95.4
67419062,7872,16823.0,15009.0,2019-04-09 21:36:21,2019-04-09 21:36:54,CLOSED,Tiller iPAD,1,30.0,30.0
68400162,8291,16823.0,15747.0,2019-04-16 10:51:13,2019-04-16 10:51:31,CLOSED,Tiller iPAD,1,9.9,9.9
68822077,4196,6693.0,6153.0,2019-04-18 19:22:38,2019-04-18 19:25:06,CLOSED,Tiller iPAD,2,163.0,163.0
40035480,5210,9137.0,9251.0,2018-08-31 17:30:32,2018-08-31 21:24:24,CLOSED,Tiller iPAD,2,50.5,50.5
40656705,6827,14302.0,13022.0,2018-09-06 10:49:15,2018-09-06 10:50:05,CLOSED,Tiller iPAD,1,10.9,10.9
7380687,2035,2752.0,3063.0,2017-04-13 11:07:55,2017-04-13 12:20:00,CLOSED,Tiller iPAD,4,99.2,99.2
9138072,2035,2753.0,3063.0,2017-06-02 17:59:00,2017-06-02 18:45:27,CLOSED,Tiller iPAD,0,40.5,40.5
102045506,7786,15509.0,14854.0,2019-11-07 14:12:28,2019-11-07 15:02:21,CLOSED,Tiller order,1,17.8,17.8
26407254,5210,9137.0,9251.0,2018-04-18 10:27:23,2018-04-18 11:13:04,CLOSED,Tiller iPAD,3,42.0,42.0
122859258,6008,25250.0,11065.0,2020-03-10 16:33:52,2020-03-10 16:33:56,CLOSED,Tiller order,1,30.0,30.0
122976833,7304,22355.0,13930.0,2020-03-11 12:10:54,2020-03-11 13:16:11,CLOSED,Tiller iPAD,2,55.2,55.2
123126070,8291,17650.0,15758.0,2020-03-12 11:09:35,2020-03-12 11:09:50,CLOSED,Tiller order,1,10.9,10.9
70182708,5617,10977.0,10064.0,2019-04-28 03:37:39,2019-04-28 03:37:40,CLOSED,Tiller iPAD,1,30.0,30.0
70628942,6008,10991.0,11065.0,2019-05-01 16:17:40,2019-05-01 16:22:29,CLOSED,Tiller iPAD,1,35.0,35.0
9982129,1513,2464.0,424.0,2017-06-24 19:31:25,2017-06-24 21:13:31,CLOSED,Tiller iPAD,2,57.5,57.5
10986838,1513,2464.0,424.0,2017-07-18 19:38:26,2017-07-18 19:42:16,CLOSED,Tiller iPAD,2,56.8,56.8
11637768,1513,2464.0,424.0,2017-08-03 11:08:15,2017-08-03 11:11:16,CLOSED,Tiller iPAD,2,23.85,23.85
41754862,6827,14302.0,13022.0,2018-09-14 21:17:28,2018-09-14 21:18:39,CLOSED,Tiller iPAD,1,34.5,34.5
27032754,730,1095.0,755.0,2018-04-24 18:44:44,2018-04-24 21:22:30,CLOSED,Tiller iPAD,1,15.3,15.3
88964143,7872,16823.0,15009.0,2019-08-24 20:53:07,2019-08-24 20:53:26,CLOSED,Tiller iPAD,1,25.0,25.0
89744190,4364,7185.0,6780.0,2019-08-29 20:26:20,2019-08-29 20:47:08,CLOSED,Tiller iPAD,1,91.0,91.0
58503421,351,461.0,128.0,2019-02-05 20:18:27,2019-02-05 20:27:09,CLOSED,Tiller iPAD,2,75.1,75.1
58837290,360,472.0,129.0,2019-02-08 11:40:42,2019-02-08 13:28:33,CLOSED,Tiller iPAD,2,92.0,92.0
105355370,360,472.0,129.0,2019-11-27 12:11:08,2019-11-27 12:55:17,CLOSED,Tiller iPAD,2,34.0,34.0
105743578,8291,16823.0,15747.0,2019-11-29 12:37:29,2019-11-29 12:38:04,CLOSED,Tiller iPAD,1,15.2,15.2
126701579,8291,16823.0,15760.0,2020-06-03 10:54:27,2020-06-03 10:54:51,CLOSED,Tiller order,1,13.4,13.4
144643805,8291,17650.0,15758.0,2020-09-29 11:43:25,2020-09-29 11:43:45,CLOSED,Tiller order,1,14.9,14.9
145552927,8291,26319.0,15760.0,2020-10-05 11:12:16,2020-10-05 11:12:59,CLOSED,Tiller order,1,13.7,13.7
131890121,6827,14302.0,13022.0,2020-07-08 20:47:21,2020-07-08 20:49:21,CLOSED,Tiller order,1,339.0,339.0
112668628,4196,13318.0,6153.0,2020-01-13 11:53:59,2020-01-13 12:45:23,CLOSED,Tiller order,2,100.0,100.0
50639223,8291,16823.0,15747.0,2018-11-29 12:10:01,2018-11-29 16:18:34,CLOSED,Tiller iPAD,1,8.9,8.9
35548908,5498,10627.0,10214.0,2018-07-17 11:55:58,2018-07-17 11:59:19,CLOSED,Tiller iPAD,3,81.0,81.0
36183015,6830,12894.0,13026.0,2018-07-22 20:19:41,2018-07-22 20:24:02,CLOSED,Tiller iPAD,4,152.9,152.9
96240570,4364,7185.0,6780.0,2019-10-04 20:13:46,2019-10-04 20:46:26,CLOSED,Tiller iPAD,1,152.5,152.5
63637684,7786,15509.0,14854.0,2019-03-15 10:06:54,2019-03-15 10:08:51,CLOSED,Tiller iPAD,1,59.8,59.8
50998862,5498,10627.0,10214.0,2018-12-01 20:33:22,2018-12-01 21:59:49,CLOSED,Tiller iPAD,2,112.0,112.0
51832640,730,1095.0,754.0,2018-12-08 18:29:46,2018-12-08 20:01:55,CLOSED,Tiller iPAD,3,56.5,56.5
51939499,1513,2464.0,424.0,2018-12-09 20:20:50,2018-12-09 20:51:58,CLOSED,Tiller iPAD,2,33.75,33.75
52200722,8291,16823.0,15747.0,2018-12-10 11:18:16,2018-12-10 11:18:41,CLOSED,Tiller iPAD,1,8.9,8.9
52236534,7786,15509.0,14854.0,2018-12-12 13:33:22,2018-12-12 13:34:12,CLOSED,Tiller iPAD,1,51.0,51.0
115225541,4803,8257.0,8270.0,2020-01-28 12:21:24,2020-01-28 12:49:35,CLOSED,Tiller order,2,26.0,26.0
116436078,8291,17650.0,15758.0,2020-02-04 11:18:08,2020-02-04 11:18:28,CLOSED,Tiller order,1,10.9,10.9
116529707,4196,13318.0,6153.0,2020-02-04 18:14:47,2020-02-04 21:28:39,CLOSED,Tiller order,3,345.5,345.5
116632272,8291,16823.0,15760.0,2020-02-05 11:56:26,2020-02-05 11:56:41,CLOSED,Tiller order,1,10.9,10.9
80559627,6827,14302.0,13022.0,2019-07-03 12:21:58,2019-07-03 12:23:03,CLOSED,Tiller iPAD,1,20.4,20.4
37217282,730,1095.0,754.0,2018-08-01 17:35:15,2018-08-01 18:51:52,CLOSED,Tiller iPAD,2,41.5,41.5
38108455,2035,2753.0,5949.0,2018-08-10 19:06:34,2018-08-10 20:04:04,CLOSED,Tiller iPAD,2,60.5,60.5
38123306,2035,2753.0,5949.0,2018-08-10 21:29:19,2018-08-10 21:30:48,CLOSED,Tiller iPAD,0,3.8,3.8
3569902,1513,2464.0,424.0,2016-10-30 20:43:04,2016-10-30 21:01:48,CLOSED,Tiller iPAD,6,118.2,118.2
3908287,1513,2464.0,424.0,2016-11-19 12:37:38,2016-11-19 13:35:54,CLOSED,Tiller iPAD,2,37.6,37.6
3982442,351,461.0,128.0,2016-11-23 19:13:10,2016-11-23 21:04:00,CLOSED,Tiller iPAD,2,60.5,60.5
4031691,360,472.0,129.0,2016-11-25 19:49:04,2016-11-25 22:19:12,CLOSED,Tiller iPAD,7,202.0,202.0
97364733,8291,16823.0,15747.0,2019-10-11 11:06:38,2019-10-11 11:06:53,CLOSED,Tiller iPAD,1,10.9,10.9
21837103,4364,7225.0,6780.0,2018-02-21 13:34:50,2018-02-21 13:36:12,CLOSED,Tiller iPAD,4,36.0,36.0
21863189,351,461.0,128.0,2018-02-21 20:06:58,2018-02-21 21:47:26,CLOSED,Tiller iPAD,2,63.0,63.0
22698708,1513,2464.0,424.0,2018-03-05 20:52:12,2018-03-05 21:15:40,CLOSED,Tiller iPAD,2,83.5,83.5
23134167,1513,2464.0,424.0,2018-03-10 20:28:46,2018-03-10 20:38:32,CLOSED,Tiller iPAD,2,18.9,18.9
66281304,4196,6693.0,6153.0,2019-04-02 10:54:31,2019-04-02 11:55:26,CLOSED,Tiller iPAD,3,181.5,181.5
66436202,8291,16823.0,15747.0,2019-04-03 11:32:30,2019-04-03 11:32:53,CLOSED,Tiller iPAD,1,9.9,9.9
53790773,360,472.0,129.0,2018-12-26 12:29:17,2018-12-26 13:09:47,CLOSED,Tiller iPAD,2,51.0,51.0
118427515,5860,10411.0,10625.0,2020-02-14 19:45:34,2020-02-14 20:35:45,CLOSED,Tiller iPAD,2,144.0,144.0
136852674,6830,25560.0,13026.0,2020-08-08 19:47:41,2020-08-08 19:48:23,CLOSED,Tiller order,0,50.2,50.2
5907532,1513,2464.0,424.0,2017-02-21 21:09:43,2017-02-21 21:37:06,CLOSED,Tiller iPAD,0,23.85,23.85
82792234,8291,16823.0,15747.0,2019-07-16 10:13:27,2019-07-16 10:13:44,CLOSED,Tiller iPAD,1,15.2,15.2
83024187,351,461.0,128.0,2019-07-17 12:31:36,2019-07-17 12:43:43,CLOSED,Tiller iPAD,1,70.0,70.0
99844363,8291,16823.0,15747.0,2019-10-25 11:42:27,2019-10-25 11:44:33,CLOSED,Tiller iPAD,1,10.9,10.9
23466782,4364,7225.0,6780.0,2018-03-15 12:12:45,2018-03-15 12:19:30,CLOSED,Tiller iPAD,4,52.0,52.0
118954366,5498,10627.0,10214.0,2020-02-17 22:07:57,2020-02-17 22:09:42,CLOSED,Tiller order,2,127.0,127.0
119284518,1513,2464.0,424.0,2020-02-19 18:50:03,2020-02-19 22:23:34,CLOSED,Tiller iPAD,2,47.0,47.0
120159606,8291,16823.0,15760.0,2020-02-24 12:21:16,2020-02-24 12:21:28,CLOSED,Tiller order,1,10.9,10.9
120271994,7304,22355.0,13930.0,2020-02-25 10:54:28,2020-02-25 12:01:20,CLOSED,Tiller iPAD,3,68.8,68.8
55383601,4803,8257.0,8270.0,2019-01-11 12:03:49,2019-01-11 12:07:39,CLOSED,Tiller iPAD,1,33.0,33.0
55912783,6827,17052.0,13022.0,2019-01-15 19:49:38,2019-01-15 20:22:39,CLOSED,Tiller iPAD,1,29.0,29.0
8183816,1513,2464.0,424.0,2017-05-09 19:13:16,2017-05-09 20:11:43,CLOSED,Tiller iPAD,2,27.3,27.3
9096367,1513,2464.0,424.0,2017-06-02 18:15:43,2017-06-02 19:14:21,CLOSED,Tiller iPAD,2,60.5,60.5
84679175,6827,14302.0,13022.0,2019-07-26 21:35:39,2019-07-26 21:39:41,CLOSED,Tiller iPAD,1,90.5,90.5
85814943,5617,11211.0,10064.0,2019-08-02 21:14:02,2019-08-02 21:18:48,CLOSED,Tiller iPAD,1,22.0,22.0
101166476,6827,14302.0,13022.0,2019-11-01 21:36:52,2019-11-01 21:47:05,CLOSED,Tiller iPAD,1,182.5,182.5
69501859,6830,12894.0,13026.0,2019-04-23 18:56:44,2019-04-23 19:13:31,CLOSED,Tiller iPAD,4,78.4,78.4
141557662,8291,16823.0,15760.0,2020-09-10 11:11:45,2020-09-10 11:11:51,CLOSED,Tiller order,1,10.9,10.9
86764288,8291,16823.0,15747.0,2019-08-09 10:38:48,2019-08-09 10:38:59,CLOSED,Tiller iPAD,1,8.3,8.3
27115530,5210,9270.0,9251.0,2018-04-25 17:23:24,2018-04-26 09:40:26,CLOSED,Tiller iPAD,2,60.1,60.1
142677388,6827,14302.0,13022.0,2020-09-16 20:39:53,2020-09-16 20:47:08,CLOSED,Tiller order,1,312.0,312.0
43916639,6830,12894.0,13026.0,2018-10-03 10:50:58,2018-10-03 17:45:04,CLOSED,Tiller iPAD,2,7.31,7.31
44070304,4364,7225.0,6780.0,2018-10-04 12:39:14,2018-10-04 12:39:59,CLOSED,Tiller iPAD,4,61.0,61.0
44172217,4803,8257.0,8270.0,2018-10-05 10:25:12,2018-10-05 11:13:32,CLOSED,Tiller iPAD,2,25.0,25.0
71412461,2035,2752.0,5949.0,2019-05-07 09:38:45,2019-05-07 10:02:43,CLOSED,Tiller iPAD,0,6.2,6.2
71624953,5498,20061.0,10214.0,2019-05-08 18:28:27,2019-05-08 20:20:02,CLOSED,Tiller iPAD,2,60.0,60.0
105882834,5617,10977.0,11020.0,2019-11-30 01:14:54,2019-11-30 01:16:54,CLOSED,Tiller iPAD,1,134.0,134.0
112426857,5210,9270.0,9251.0,2020-01-11 18:14:23,2020-01-11 22:05:17,CLOSED,Tiller iPAD,2,68.5,68.5
112889394,5210,9137.0,9251.0,2020-01-14 18:51:00,2020-01-14 21:41:52,CLOSED,Tiller iPAD,3,72.1,72.1
79441457,5210,9137.0,9251.0,2019-06-26 19:20:38,2019-06-26 21:00:50,CLOSED,Tiller iPAD,4,101.5,101.5
80460673,6830,12894.0,13026.0,2019-07-02 20:16:21,2019-07-02 20:29:44,CLOSED,Tiller iPAD,4,39.5,39.5
36386415,5498,10628.0,10214.0,2018-07-24 22:16:55,2018-07-24 22:18:28,CLOSED,Tiller iPAD,1,44.0,44.0
20174512,351,461.0,128.0,2018-01-27 22:32:55,2018-01-27 23:16:00,CLOSED,Tiller iPAD,4,73.0,73.0
20542918,730,1095.0,755.0,2018-02-02 18:30:44,2018-02-02 20:48:23,CLOSED,Tiller iPAD,9,232.5,232.5
20854363,360,472.0,129.0,2018-02-07 18:54:44,2018-02-07 19:47:49,CLOSED,Tiller iPAD,2,90.0,90.0
20935988,351,461.0,128.0,2018-02-08 22:29:12,2018-02-08 22:51:03,CLOSED,Tiller iPAD,5,106.0,106.0
21095736,1513,2464.0,424.0,2018-02-10 20:15:32,2018-02-10 20:39:14,CLOSED,Tiller iPAD,2,62.0,62.0
96568828,351,461.0,128.0,2019-10-06 18:00:25,2019-10-06 19:52:40,CLOSED,Tiller iPAD,3,51.5,51.5
51188330,5860,10411.0,10625.0,2018-12-03 22:09:04,2018-12-03 22:09:34,CLOSED,Tiller iPAD,2,84.5,84.5
114636555,2035,2753.0,5949.0,2020-01-24 18:40:24,2020-01-24 19:43:59,CLOSED,Tiller iPAD,2,46.0,46.0
115061250,8291,16823.0,15760.0,2020-01-27 11:30:47,2020-01-27 11:31:00,CLOSED,Tiller order,1,14.4,14.4
115359136,8291,16823.0,15760.0,2020-01-29 11:12:57,2020-01-29 11:13:11,CLOSED,Tiller order,1,9.2,9.2
81507823,4196,6693.0,6153.0,2019-07-08 18:27:44,2019-07-08 19:43:22,CLOSED,Tiller iPAD,3,102.0,102.0
82236482,1513,2464.0,424.0,2019-07-12 17:24:05,2019-07-12 21:30:22,CLOSED,Tiller iPAD,2,26.0,26.0
2699976,360,472.0,129.0,2016-09-10 19:00:41,2016-09-10 20:19:52,CLOSED,Tiller iPAD,2,77.9,77.9
2790973,2035,2753.0,3064.0,2016-09-16 15:55:43,2016-09-16 17:26:32,CLOSED,Tiller iPAD,0,84.6,84.6
4735647,351,461.0,128.0,2016-12-30 22:15:29,2016-12-30 22:22:27,CLOSED,Tiller iPAD,1,45.0,45.0
96937343,351,461.0,128.0,2019-10-09 08:56:43,2019-10-09 08:57:50,CLOSED,Tiller iPAD,1,32.0,32.0
97009881,4364,7185.0,6780.0,2019-10-09 12:45:58,2019-10-09 13:08:14,CLOSED,Tiller iPAD,4,38.0,38.0
65498466,4803,8257.0,8270.0,2019-03-28 11:14:24,2019-03-28 11:15:44,CLOSED,Tiller iPAD,1,15.5,15.5
66271216,8291,16823.0,15747.0,2019-04-02 10:33:26,2019-04-02 10:33:42,CLOSED,Tiller iPAD,1,9.9,9.9
53218033,6830,12894.0,13026.0,2018-12-20 12:24:30,2018-12-20 13:32:52,CLOSED,Tiller iPAD,4,146.9,146.9
39589373,730,1095.0,754.0,2018-08-27 16:36:48,2018-08-27 16:58:15,CLOSED,Tiller iPAD,1,28.8,28.8
83570459,7786,15509.0,14854.0,2019-07-20 10:42:04,2019-07-20 10:51:21,CLOSED,Tiller iPAD,1,15.5,15.5
99215491,5860,10411.0,10625.0,2019-10-21 21:31:02,2019-10-21 21:32:37,CLOSED,Tiller iPAD,2,84.0,84.0
99300194,6827,14302.0,13022.0,2019-10-22 11:57:27,2019-10-22 11:59:37,CLOSED,Tiller iPAD,1,41.0,41.0
24989248,1513,2464.0,424.0,2018-04-02 17:37:03,2018-04-02 20:03:21,CLOSED,Tiller iPAD,2,45.0,45.0
68346797,6827,14302.0,13022.0,2019-04-15 20:39:24,2019-04-15 20:57:25,CLOSED,Tiller iPAD,1,40.0,40.0
68652748,6830,12894.0,13026.0,2019-04-17 19:32:25,2019-04-17 19:38:12,CLOSED,Tiller iPAD,2,34.96,34.96
120223321,6827,14302.0,13022.0,2020-02-24 19:35:19,2020-02-24 19:37:49,CLOSED,Tiller iPAD,1,42.5,42.5
120993021,4196,13318.0,6153.0,2020-02-28 21:16:39,2020-02-28 21:24:02,CLOSED,Tiller order,2,118.0,118.0
137767634,1513,2464.0,25379.0,2020-08-15 19:57:13,2020-08-15 21:35:20,CLOSED,Tiller order,2,106.8,106.8
54897107,8291,16823.0,15747.0,2019-01-07 11:16:57,2019-01-07 11:17:56,CLOSED,Tiller iPAD,1,12.42,12.42
40416074,7304,14172.0,13929.0,2018-09-04 10:27:19,2018-09-04 10:59:55,CLOSED,Tiller iPAD,3,53.3,53.3
40797583,2035,2752.0,5949.0,2018-09-07 11:06:51,2018-09-07 12:17:50,CLOSED,Tiller iPAD,2,66.9,66.9
41278539,5210,9137.0,9251.0,2018-09-11 11:29:50,2018-09-11 12:33:56,CLOSED,Tiller iPAD,2,40.1,40.1
85626521,351,461.0,128.0,2019-08-01 21:04:11,2019-08-01 21:21:01,CLOSED,Tiller iPAD,2,60.0,60.0
85902366,7786,15509.0,14854.0,2019-08-03 13:42:43,2019-08-03 13:58:23,CLOSED,Tiller iPAD,1,67.9,67.9
26022157,5210,9137.0,9251.0,2018-04-13 20:04:45,2018-04-14 10:34:02,CLOSED,Tiller iPAD,2,54.0,54.0
26377637,1513,2464.0,424.0,2018-04-17 19:59:56,2018-04-17 21:04:05,CLOSED,Tiller iPAD,4,170.55,170.55
122432275,1513,2464.0,424.0,2020-03-07 19:19:15,2020-03-07 21:54:44,CLOSED,Tiller iPAD,2,45.5,45.5
69644795,360,472.0,129.0,2019-04-24 19:16:41,2019-04-24 21:05:16,CLOSED,Tiller iPAD,6,185.4,185.4
11342510,2035,2753.0,3063.0,2017-07-27 08:40:29,2017-07-27 08:40:55,CLOSED,Tiller iPAD,0,4.4,4.4
12970628,360,472.0,129.0,2017-09-07 10:37:42,2017-09-07 11:28:22,CLOSED,Tiller iPAD,2,56.0,56.0
43417221,6827,14302.0,13022.0,2018-09-28 13:37:44,2018-09-28 19:38:57,CLOSED,Tiller iPAD,1,52.5,52.5
43859055,6827,14302.0,13022.0,2018-10-02 18:11:08,2018-10-02 18:11:49,CLOSED,Tiller iPAD,1,20.5,20.5
89443138,8291,16823.0,15747.0,2019-08-28 11:05:55,2019-08-28 11:06:16,CLOSED,Tiller iPAD,1,9.9,9.9
89446917,7304,22355.0,13929.0,2019-08-28 11:15:01,2019-08-28 11:55:47,CLOSED,Tiller iPAD,2,40.4,40.4
89598784,8291,16823.0,15747.0,2019-08-29 10:13:29,2019-08-29 10:13:56,CLOSED,Tiller iPAD,1,11.7,11.7
59287921,4364,7225.0,6780.0,2019-02-11 17:23:11,2019-02-11 17:25:38,CLOSED,Tiller iPAD,1,41.0,41.0
145443200,1513,2464.0,25379.0,2020-10-04 11:11:50,2020-10-04 19:49:19,CLOSED,Tiller order,4,83.1,83.1
